SUBSTÂNCIA	PRODUTO	CLASSE TERAPÊUTICA	TIPO DE PRODUTO (STATUS DO PRODUTO)	TARJA	DESTINAÇÃO COMERCIAL 
BROMETO DE ROCURÔNIO	BROMETO DE ROCURÔNIO	M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA	Genérico	Tarja Vermelha	
BROMETO DE ROCURÔNIO	BROMETO DE ROCURÔNIO	M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA	Genérico	Tarja Vermelha	
BROMETO DE ROCURÔNIO	BLOQUERON	M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA	Similar	Tarja Vermelha	
BROMETO DE ROCURÔNIO	ESMERON	M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA	Novo	Tarja Vermelha	
BROMETO DE ROCURÔNIO	ROCURON	M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA	Similar	- (*) 	
BROMETO DE ROCURÔNIO	UNIREZ	M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA	Similar	Tarja Vermelha	
BROMETO DE ROCURÔNIO	BROMETO DE ROCURONIO	M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA	Genérico	Tarja Vermelha	
BROMETO DE ROCURÔNIO	BROMETO DE ROCURÔNIO	M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA	Genérico	Tarja Vermelha	
BROMETO DE ROCURÔNIO	MISCK	M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA	Similar	Tarja Vermelha	
BROMETO DE ROCURÔNIO	BROMETO DE ROCURÔNIO	M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA	Genérico	Tarja Vermelha	
BROMETO DE TIOTRÓPIO	SPIRIVA RESPIMAT	R3K2 - ANTIASMÁTICOS/DPOC ANTICOLINÉRGICOS DE LONGA DURAÇÃO, PUROS, INALANTES	Novo	Tarja Vermelha	
BROMETO DE TIOTRÓPIO MONOIDRATADO;CLORIDRATO DE OLODATEROL	SPIOLTO	R3L2 - ASSOCIAÇÕES DE ANTICOLINÉRGICOS DE LONGA DURAÇÃO COM AGONISTAS-B2 DE LONGA DURAÇÃO, INALANTES	Novo	Tarja Vermelha	
BROMETO DE UMECLIDÍNIO	VANISTO	R3K2 - ANTIASMÁTICOS/DPOC ANTICOLINÉRGICOS DE LONGA DURAÇÃO, PUROS, INALANTES	Novo	Tarja Vermelha	
BROMETO DE VECURÔNIO	VECURON	M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA	Similar	Tarja Vermelha	
BROMIDRATO DE CITALOPRAM	PROCIMAX	N6A4 - ANTIDEPRESSIVOS SSRI	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	CITALOPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	CITTÀ	N6A4 - ANTIDEPRESSIVOS SSRI	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	BROMIDRATO DE CITALOPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	BROMIDRATO DE CITALOPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	DENYL	N6A4 - ANTIDEPRESSIVOS SSRI	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	BROMIDRATO DE CITALOPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Genérico	Tarja Vermelha	
BROMIDRATO DE CITALOPRAM	CIPRAMIL	N6A4 - ANTIDEPRESSIVOS SSRI	Novo	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	ALCYTAM	N6A4 - ANTIDEPRESSIVOS SSRI	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	BROMIDRATO DE CITALOPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	BROMIDRATO DE CITALOPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	BROMIDRATO DE CITALOPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	BROMIDRATO DE CITALOPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	BROMIDRATO DE CITALOPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	NYPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE CITALOPRAM	CITALOPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Genérico	- (*) 	
BROMIDRATO DE CITALOPRAM	BROMIDRATO DE CITALOPRAM	N6A4 - ANTIDEPRESSIVOS SSRI	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE DARIFENACINA	BROMIDRATO DE DARIFENACINA	G4D4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA	Genérico	Tarja Vermelha	
BROMIDRATO DE DARIFENACINA	FENAZIC	G4D4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA	Similar	- (*) 	
BROMIDRATO DE DARIFENACINA	ENABLEX	G4D4 - PRODUTOS PARA INCONTINÊNCIA URINÁRIA	Novo	- (*) 	
BROMIDRATO DE DEXTROMETORFANO;GUAIFENESINA	XAROPE 44 E	R5D2 - ANTITUSSÍGENOS ASSOCIADOS	Similar	- (*) 	
BROMIDRATO DE ELETRIPTANA	ZEFORUS	N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS	Novo	Tarja Vermelha	
BROMIDRATO DE FENOTEROL	BEROTEC	R3A4 - ANTIASMÁTICOS/DPOC AGONISTAS B2 CURTA AÇÃO INALANTE	Novo	- (*) 	
BROMIDRATO DE GALANTAMINA	BROMIDRATO DE GALANTAMINA	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE GALANTAMINA	COGLIVE	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE GALANTAMINA	BROMIDRATO DE GALANTAMINA	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Genérico	- (*) 	
BROMIDRATO DE GALANTAMINA	GAUDY	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Similar	- (*) 	
BROMIDRATO DE GALANTAMINA	REGRESSA	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE GALANTAMINA	BROMIDRATO DE GALANTAMINA	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE GALANTAMINA	BROMIDRATO DE GALANTAMINA	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE GALANTAMINA	ALZYNAMIN	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE GALANTAMINA	COGIT	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE GALANTAMINA	BROMIDRATO DE GALANTAMINA	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Genérico	Tarja Vermelha	
BROMIDRATO DE GALANTAMINA	BROMIDRATO DE GALANTAMINA	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Genérico	- (*) 	
BROMIDRATO DE GALANTAMINA	BROMIDRATO DE GALANTAMINA	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Genérico	- (*) 	
BROMIDRATO DE GALANTAMINA	BROMIDRATO DE GALANTAMINA	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE GALANTAMINA	ELATIUM	N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	VOEXTOR	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	BROMIDRATO DE VORTIOXETINA	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	VOD	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	VOGNUS	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	BROMIDRATO DE VORTIOXETINA	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	VORXE	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	BRINTELLIX	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Novo	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	VURTUOSO	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	VORPRO	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	BROMIDRATO DE VORTIOXETINA	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	MÔDULIX	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Similar	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	BROMIDRATO DE VORTIOXETINA	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Genérico	Tarja Vermelha sob restrição	
BROMIDRATO DE VORTIOXETINA	EVORTIA	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Similar	Tarja Vermelha sob restrição	
BROMOPRIDA	PLAMET	A3F - GASTROPROCINÉTICOS	Similar	- (*) 	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	Tarja Vermelha	
BROMOPRIDA	FÁGICO	A3F - GASTROPROCINÉTICOS	Similar	Tarja Vermelha	
BROMOPRIDA	DIGESAN	A3F - GASTROPROCINÉTICOS	Novo	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	Tarja Vermelha	
BROMOPRIDA	DIGESTIL	A3F - GASTROPROCINÉTICOS	Similar	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	- (*) 	
BROMOPRIDA	DIGESTINA	A3F - GASTROPROCINÉTICOS	Similar	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	- (*) 	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	Tarja Vermelha	
BROMOPRIDA	DIGESIGMA GOTAS	A3F - GASTROPROCINÉTICOS	Similar	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	- (*) 	
BROMOPRIDA	BALORTI	A3F - GASTROPROCINÉTICOS	Similar	- (*) 	
BROMOPRIDA	DIGESIGMA	A3F - GASTROPROCINÉTICOS	Similar	Tarja Vermelha	
BROMOPRIDA	MOVINAU	A3F - GASTROPROCINÉTICOS	Similar	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	- (*) 	
BROMOPRIDA	BROMOGEX	A3F - GASTROPROCINÉTICOS	Similar	- (*) 	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	- (*) 	
BROMOPRIDA	DIGEVITA	A3F - GASTROPROCINÉTICOS	Similar	- (*) 	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Similar	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	Tarja Vermelha	
BROMOPRIDA	BROMOPRIDA	A3F - GASTROPROCINÉTICOS	Genérico	- (*) 	
BUDESONIDA	NOEX	R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS	Similar	- (*) 	
BUDESONIDA	MIFLONIDE BRIZZ	R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES	Novo	Tarja Vermelha	
BUDESONIDA	BUDESONIDA	R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS	Genérico	Tarja Vermelha	
BUDESONIDA	INALIDE	R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS	Similar	Tarja Vermelha	
BUDESONIDA	BUSONID	R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS	Similar	Tarja Vermelha	
BUDESONIDA	BUDESONIDA	R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS	Genérico	Tarja Vermelha	
BUDESONIDA	PULMICORT	R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES	Novo	- (*) 	
BUDESONIDA	CORAMENT	A7E2 - PRODUTOS CORTICOESTEROIDES PARA ALTERAÇÕES INTESTINAIS	Novo	Tarja Vermelha	
BUDESONIDA	INALAJET	R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS	Similar	Tarja Vermelha	
BUDESONIDA MICRONIZADA;FUMARATO DE FORMOTEROL DIIDRATADO	SYMBICORT TURBUHALER	R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES	Novo	- (*) 	
BUDESONIDA;FUMARATO DE FORMOTEROL DI-HIDRATADO	BRONX	R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES	Similar	Tarja Vermelha	
BUDESONIDA;FUMARATO DE FORMOTEROL DI-HIDRATADO	ALENIA	R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES	Novo	Tarja Vermelha	
BUDESONIDA;FUMARATO DE FORMOTEROL DI-HIDRATADO	FUMARATO DE FORMOTEROL DI-HIDRATADO + BUDESONIDA	R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES	Genérico	Tarja Vermelha	
BUDESONIDA;FUMARATO DE FORMOTEROL DI-HIDRATADO	VANNAIR	R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES	Novo	Tarja Vermelha	
BUDESONIDA;FUMARATO DE FORMOTEROL DI-HIDRATADO	SYMBICORT	R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES	Similar	Tarja Vermelha	
BUPRENORFINA	BUPRENORFINA	N2A - ANALGÉSICOS NARCÓTICOS	Genérico	Tarja Vermelha sob restrição	
BUPRENORFINA	LUSANDA	N2A - ANALGÉSICOS NARCÓTICOS	Similar	Tarja Vermelha sob restrição	
BUPRENORFINA	TRANSTEC	N2A - ANALGÉSICOS NARCÓTICOS	Novo	Tarja Vermelha	
BUPRENORFINA	RESTIVA	N2A - ANALGÉSICOS NARCÓTICOS	Novo	Tarja Vermelha sob restrição	
BUROSUMABE	CRYSVITA	M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA	Biológico	Tarja Vermelha	
BUSSULFANO	BUSSULFANO	L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES	Genérico	Tarja Vermelha	
BUSSULFANO	BUXILFAM	L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES	Similar	Tarja Vermelha	
BUTIL BROMETO DE ESCOPOLAMINA	COLIPAN	A3A - ANTIESPASMÓDICOS E ANTICOLINÉRGICOS PUROS	Similar	Tarja Sem Tarja	
BUTILBROMETO DE ESCOPOLAMINA	BUTILBROMETO DE ESCOPOLAMINA	A3A - ANTIESPASMÓDICOS E ANTICOLINÉRGICOS PUROS	Genérico	- (*) 	
BUTILBROMETO DE ESCOPOLAMINA	BUTILBROMETO DE ESCOPOLAMINA	A3A - ANTIESPASMÓDICOS E ANTICOLINÉRGICOS PUROS	Genérico	Tarja Vermelha	
BUTILBROMETO DE ESCOPOLAMINA	FURP-HIOSCINA	A3A - ANTIESPASMÓDICOS E ANTICOLINÉRGICOS PUROS	Similar	- (*) 	
BUTILBROMETO DE ESCOPOLAMINA	BUTILBROMETO DE ESCOPOLAMINA	A3A - ANTIESPASMÓDICOS E ANTICOLINÉRGICOS PUROS	Genérico	Tarja Vermelha	
BUTILBROMETO DE ESCOPOLAMINA	BUTILBROMETO DE ESCOPOLAMINA	A3A - ANTIESPASMÓDICOS E ANTICOLINÉRGICOS PUROS	Genérico	- (*) 	
BUTILBROMETO DE ESCOPOLAMINA	HIOARISTON	A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS	Similar	- (*) 	
BUTILBROMETO DE ESCOPOLAMINA	ESPASLIT DUO	A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS	Similar	- (*) 	
BUTILBROMETO DE ESCOPOLAMINA	BUSCOPAN	A3A - ANTIESPASMÓDICOS E ANTICOLINÉRGICOS PUROS	Novo	Tarja Sem Tarja	
BUTILBROMETO DE ESCOPOLAMINA	BUSCOPAN PEDIÁTRICO	A3A - ANTIESPASMÓDICOS E ANTICOLINÉRGICOS PUROS	Similar	Tarja Sem Tarja	
BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA	DORSPAN	A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS	Similar	Tarja Sem Tarja	
BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA	HYPOCINA COMPOSTA	A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS	Similar	Tarja Vermelha	
BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA	BELSPAN	A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS	Similar	Tarja Vermelha	
BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA	BINOSPAN COMPOSTO	A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS	Similar	- (*) 	
BUTILBROMETO DE ESCOPOLAMINA;PARACETAMOL	BUSCODUO	A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS	Novo	Tarja Sem Tarja	
CABAZITAXEL	PROAZITAX	L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS	Similar	- (*) 	
CABAZITAXEL	CABAZRED	L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS	Similar	- (*) 	
CABAZITAXEL	CABAZITAXEL	L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS	Genérico	Tarja Vermelha	
CABAZITAXEL	CAAB	L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS	Similar	Tarja Vermelha	
CABAZITAXEL	JEVTANA	L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS	Novo	Tarja Vermelha	
CABERGOLINA	CABERGOLINA	G2D - INIBIDORES DA PROLACTINA	Genérico	Tarja Vermelha	
CABERGOLINA	CABERGOLINA	G2D - INIBIDORES DA PROLACTINA	Genérico	Tarja Vermelha	
CABERGOLINA	CABERGOLINA	G2D - INIBIDORES DA PROLACTINA	Genérico	Tarja Vermelha	
CABERGOLINA	CABERGOLINA	G2D - INIBIDORES DA PROLACTINA	Genérico	- (*) 	
CABERGOLINA	CABEREDUX	G2D - INIBIDORES DA PROLACTINA	Similar	Tarja Vermelha	
CABERGOLINA	CABERGOLINA	G2D - INIBIDORES DA PROLACTINA	Genérico	- (*) 	
CABERGOLINA	CABERGOLINA	G2D - INIBIDORES DA PROLACTINA	Genérico	Tarja Vermelha	
CABERGOLINA	CABERGOLINA	G2D - INIBIDORES DA PROLACTINA	Genérico	Tarja Vermelha	
CABERGOLINA	DOSTINEX	G2D - INIBIDORES DA PROLACTINA	Novo	Tarja Vermelha	
CABERGOLINA	CABERTRIX	G2D - INIBIDORES DA PROLACTINA	Similar	- (*) 	
CABERGOLINA	CABERGOLINA	G2D - INIBIDORES DA PROLACTINA	Genérico	Tarja Vermelha	
CABERGOLINA	CABERGOLINA	G2D - INIBIDORES DA PROLACTINA	Genérico	Tarja Vermelha	
CABERGOLINA	CABERGOLINA	G2D - INIBIDORES DA PROLACTINA	Genérico	- (*) 	
CABERGOLINA	BERGOX	G2D - INIBIDORES DA PROLACTINA	Similar	- (*) 	
CABERGOLINA	CABERGOLINA	G2D - INIBIDORES DA PROLACTINA	Genérico	- (*) 	
CABOTEGRAVIR	APRETUDE	J5C5 - ANTIVIRAIS HIV, INIBIDORES DA INTEGRASE	Novo	- (*) 	
CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA;DIPIRONA	DORICIN	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Sem Tarja	
CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA;DIPIRONA	ANA - FLEX	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Sem Tarja	
CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA;DIPIRONA	DORTRIRELAX	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Sem Tarja	
CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA;DIPIRONA	NEVRALGEX	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Sem Tarja	
CAFEÍNA ANIDRA;CLORIDRATO DE ISOMETEPTENO;DIPIRONA	NEOSALDINA	A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS	Novo	Tarja Sem Tarja	
CAFEÍNA ANIDRA;DIPIRONA	DIPIRONA + CAFEÍNA	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Genérico	Tarja Sem Tarja	
CAFEÍNA ANIDRA;DIPIRONA	DORONA CAFI	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Similar	Tarja Sem Tarja	
CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO;CLORIDRATO DE ISOMETEPTENO;DIPIRONA	SEDOL	A3D - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS	Similar	Tarja Sem Tarja	
CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO	CALMADOR	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Similar	Tarja Sem Tarja	
CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO	MELHORAL	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Similar	Tarja Sem Tarja	
CAFEÍNA;CITRATO DE ORFENADRINA;DIPIRONA	FENAFLEX - ODC	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Sem Tarja	
CAFEÍNA;HIDRÓXIDO DE ALUMÍNIO;MALEATO DE MEPIRAMINA;ÁCIDO ACETIL SALICILICO	ENJOY	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Similar	Tarja Sem Tarja	
CAFEÍNA;HIDRÓXIDO DE ALUMÍNIO;MALEATO DE MEPIRAMINA;ÁCIDO ACETILSALICÍLICO	ENGOV	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Novo	- (*) 	
CAFEÍNA;ÁCIDO ACETIL SALICILICO	ALICURA	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Similar	Tarja Sem Tarja	
CAFEÍNA;ÁCIDO ACETILSALICÍLICO	CAFIASPIRINA	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Novo	- (*) 	
CAFEÍNA;ÁCIDO ACETILSALICÍLICO	DORIL	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Similar	Tarja Sem Tarja	
CALCIPOTRIOL	DAIVONEX	D5A - ANTIPSORÍASE TÓPICOS	Novo	Tarja Vermelha	
CALCITONINA SINTÉTICA DE SALMÃO	SEACALCIT	H4A - CALCITONINAS	Similar	- (*) 	
CALCITRIOL	ROCALTROL	A11C2 - VITAMINA D PURA	Novo	Tarja Vermelha	
CALCITRIOL	SIGMATRIOL	A11C2 - VITAMINA D PURA	    -     	- (*) 	
CALCITRIOL	OSTRIOL	A11C2 - VITAMINA D PURA	Similar	Tarja Vermelha	
CANAGLIFLOZINA HEMI-HIDRATADA	INVOKANA	A10P1 - ANTIDIABÉTICOS INIBIDORES DE SGLT2, PUROS	Novo	Tarja Vermelha	
CANAQUINUMABE	ILARIS	L4C - INIBIDORES DA INTERLEUCINA	Biológico	- (*) 	
CANDESARTANA CILEXETILA	VENZER	C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS	Similar	Tarja Vermelha	
CANDESARTANA CILEXETILA	CANDESARTANA CILEXETILA	C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS	Genérico	- (*) 	
CANDESARTANA CILEXETILA	CANDESARTANA CILEXETILA	C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS	Genérico	- (*) 	
CANDESARTANA CILEXETILA	CADENZA	C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS	Similar	- (*) 	
